transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud
T08688,U439,168358.14,ATM,mobile,Dubai,evening,18,1,35,9,288,1
T08689,U553,161655.0,POS,tablet,Singapore,night,21,1,197,2,73,1
T08690,U709,133889.62,transfer,desktop,Bangalore,night,23,0,160,7,260,1
T08691,U883,77744.55,ATM,mobile,Pune,morning,7,0,83,5,658,0
T08692,U226,46332.83,transfer,desktop,Kolkata,night,4,0,143,4,783,0
T08693,U333,129910.51,ATM,mobile,London,morning,6,1,75,5,390,1
T08694,U392,79813.4,POS,tablet,New York,afternoon,15,1,2,10,180,1
T08695,U772,158018.77,POS,tablet,Mumbai,night,4,0,11,1,774,0
T08696,U555,39063.96,transfer,desktop,New York,afternoon,16,1,115,3,188,0
T08697,U604,147044.61,ATM,tablet,Kolkata,morning,6,0,93,7,697,1
T08698,U427,107843.09,online,mobile,Pune,morning,11,0,185,1,104,0
T08699,U637,196421.42,POS,desktop,Delhi,morning,11,0,169,5,213,0
T08700,U719,259417.56,transfer,desktop,Kolkata,night,22,0,123,2,468,0
T08701,U219,235965.04,transfer,mobile,Mumbai,morning,11,0,68,7,87,1
T08702,U726,159254.9,ATM,desktop,Delhi,night,3,0,126,7,435,1
T08703,U872,254673.86,ATM,desktop,Mumbai,morning,8,0,168,2,274,0
T08704,U630,171087.0,ATM,mobile,Mumbai,night,23,0,79,10,183,1
T08705,U253,267070.36,online,tablet,Bangalore,morning,11,0,44,3,279,0
T08706,U765,192836.85,POS,mobile,Kolkata,afternoon,12,0,158,0,928,0
T08707,U345,13638.4,ATM,mobile,Mumbai,afternoon,12,0,130,6,112,0
T08708,U839,49789.05,POS,mobile,Chennai,evening,18,0,184,8,396,0
T08709,U285,7064.78,POS,desktop,London,morning,6,1,135,3,402,0
T08710,U240,214141.01,transfer,desktop,Singapore,afternoon,14,1,14,0,913,1
T08711,U511,264990.63,POS,tablet,New York,afternoon,14,1,170,8,550,1
T08712,U827,215269.24,POS,tablet,Pune,night,0,0,40,0,84,1
T08713,U645,100009.42,POS,desktop,London,night,3,1,65,8,269,1
T08714,U414,235485.24,ATM,desktop,London,night,1,1,141,10,560,1
T08715,U109,39058.41,POS,mobile,Chennai,morning,10,0,125,2,630,0
T08716,U528,174291.46,POS,desktop,Pune,morning,5,0,117,9,620,1
T08717,U537,16049.35,ATM,desktop,London,morning,8,1,137,1,146,0
T08718,U459,42288.91,online,tablet,Mumbai,night,3,0,169,10,749,0
T08719,U895,17614.75,POS,mobile,Mumbai,morning,10,0,188,6,298,0
T08720,U498,40144.74,online,mobile,Mumbai,afternoon,12,0,156,6,539,0
T08721,U697,141038.47,transfer,mobile,Delhi,afternoon,14,0,63,2,661,0
T08722,U371,244018.9,POS,mobile,New York,morning,11,1,18,0,592,1
T08723,U802,54145.32,online,tablet,Pune,evening,18,0,5,10,325,1
T08724,U450,250181.64,online,tablet,Delhi,night,2,0,52,6,474,1
T08725,U479,34477.39,transfer,desktop,Pune,morning,9,0,183,0,49,0
T08726,U574,85686.11,online,desktop,New York,morning,6,1,60,2,738,0
T08727,U708,149058.16,POS,mobile,New York,morning,9,1,105,9,467,1
T08728,U805,50119.87,POS,desktop,London,night,22,1,9,2,386,0
T08729,U672,16761.27,ATM,tablet,Kolkata,afternoon,16,0,17,6,131,0
T08730,U738,125210.55,online,mobile,Bangalore,morning,7,0,4,1,144,0
T08731,U928,242496.79,ATM,desktop,Chennai,night,1,0,81,6,115,1
T08732,U727,75766.28,ATM,tablet,Chennai,afternoon,16,0,116,3,795,0
T08733,U258,280287.02,online,desktop,Chennai,night,4,0,198,2,659,0
T08734,U640,206488.09,ATM,desktop,Singapore,afternoon,13,1,39,5,844,1
T08735,U537,146453.55,online,desktop,Chennai,morning,9,0,192,8,378,1
T08736,U162,135911.11,POS,desktop,Singapore,afternoon,13,1,7,4,542,1
T08737,U711,41394.99,online,tablet,Delhi,night,1,0,187,0,601,0
T08738,U433,194135.99,ATM,desktop,Singapore,night,21,1,149,3,214,1
T08739,U149,236400.04,POS,desktop,Dubai,afternoon,13,1,81,6,495,1
T08740,U330,296550.14,transfer,tablet,Singapore,evening,17,1,184,3,296,1
T08741,U529,184072.39,transfer,desktop,Chennai,night,22,0,65,0,288,0
T08742,U279,163986.61,transfer,tablet,London,night,3,1,70,1,774,1
T08743,U904,163206.94,ATM,desktop,New York,evening,19,1,75,4,927,1
T08744,U121,45227.44,online,tablet,Mumbai,morning,6,0,157,5,878,0
T08745,U941,191952.32,POS,mobile,Dubai,evening,17,1,89,7,902,1
T08746,U836,247696.91,POS,tablet,Bangalore,morning,5,0,84,7,238,1
T08747,U793,227956.89,transfer,desktop,New York,morning,7,1,47,4,657,1
T08748,U751,112154.12,transfer,tablet,Dubai,evening,20,1,152,2,475,1
T08749,U765,127018.38,online,desktop,Delhi,morning,11,0,35,9,343,1
T08750,U809,79318.35,POS,tablet,Singapore,night,23,1,159,7,930,1
T08751,U748,59356.65,transfer,desktop,Mumbai,night,21,0,23,2,653,0
T08752,U483,289438.73,POS,tablet,New York,night,4,1,94,3,386,1
T08753,U856,283442.94,online,desktop,Singapore,night,1,1,9,4,290,1
T08754,U550,176779.69,POS,mobile,Delhi,night,1,0,103,10,401,1
T08755,U711,202783.52,transfer,desktop,Singapore,afternoon,16,1,30,7,383,1
T08756,U171,169443.93,online,mobile,Dubai,night,21,1,14,4,343,1
T08757,U946,69064.24,online,tablet,Pune,morning,5,0,80,1,661,0
T08758,U621,67134.81,transfer,mobile,London,morning,9,1,57,10,589,1
T08759,U595,71973.73,ATM,tablet,Dubai,night,21,1,74,4,577,0
T08760,U734,219303.19,POS,mobile,Bangalore,morning,10,0,107,4,42,1
T08761,U818,37701.11,ATM,mobile,Kolkata,afternoon,12,0,95,4,847,0
T08762,U953,168105.02,POS,tablet,Singapore,afternoon,12,1,132,5,745,1
T08763,U862,146359.82,ATM,mobile,Bangalore,afternoon,14,0,163,8,270,1
T08764,U839,154848.45,online,mobile,Dubai,morning,10,1,166,5,501,1
T08765,U478,214200.69,transfer,mobile,Singapore,night,0,1,102,10,986,1
T08766,U999,36529.66,POS,mobile,Delhi,evening,20,0,143,0,954,0
T08767,U493,121925.66,transfer,desktop,Chennai,morning,11,0,30,9,250,1
T08768,U158,180474.28,POS,tablet,London,night,23,1,166,6,102,1
T08769,U709,44420.01,ATM,tablet,Chennai,night,23,0,54,2,271,0
T08770,U800,196764.77,ATM,tablet,Chennai,night,1,0,50,0,353,0
T08771,U729,114296.61,transfer,tablet,Delhi,evening,18,0,24,6,452,1
T08772,U354,299283.65,POS,desktop,Singapore,night,22,1,87,10,987,1
T08773,U865,298298.81,ATM,mobile,Pune,evening,17,0,28,9,847,1
T08774,U378,131660.06,POS,tablet,New York,evening,20,1,139,2,97,1
T08775,U956,113584.69,ATM,desktop,Dubai,evening,17,1,16,9,613,1
T08776,U928,223476.77,transfer,mobile,Dubai,afternoon,12,1,58,0,207,1
T08777,U895,130806.92,online,tablet,Bangalore,night,0,0,188,4,224,0
T08778,U645,232189.23,ATM,tablet,Kolkata,afternoon,14,0,89,8,494,1
T08779,U650,272905.82,online,desktop,Pune,night,23,0,84,10,535,1
T08780,U621,184319.43,POS,tablet,London,evening,18,1,131,4,688,1
T08781,U685,296885.31,transfer,mobile,Pune,evening,19,0,193,2,580,0
T08782,U318,184630.68,transfer,tablet,London,evening,20,1,5,9,295,1
T08783,U684,160304.07,online,desktop,Bangalore,evening,18,0,167,6,598,1
T08784,U338,39835.83,POS,tablet,Dubai,afternoon,14,1,12,2,634,0
T08785,U975,227988.83,transfer,mobile,London,morning,9,1,35,9,750,1
T08786,U349,42025.97,online,desktop,Kolkata,night,4,0,152,1,138,0
T08787,U830,65169.1,POS,tablet,Dubai,morning,11,1,48,4,764,0
T08788,U689,268547.06,ATM,tablet,Singapore,evening,20,1,16,9,849,1
T08789,U816,236500.79,online,tablet,Pune,morning,9,0,92,4,504,0
T08790,U309,279430.88,POS,tablet,Mumbai,night,2,0,180,6,862,1
T08791,U961,208558.05,ATM,tablet,Chennai,night,1,0,13,2,447,0
T08792,U544,223368.88,ATM,tablet,Dubai,morning,5,1,26,6,495,1
T08793,U127,4669.41,transfer,desktop,Delhi,afternoon,14,0,181,10,600,0
T08794,U869,95519.56,POS,mobile,Dubai,night,2,1,143,5,811,0
T08795,U769,191278.05,POS,mobile,Dubai,afternoon,15,1,154,8,800,1
T08796,U691,124882.93,online,mobile,London,night,3,1,24,1,985,1
T08797,U979,6405.09,transfer,mobile,Dubai,night,2,1,91,4,549,1
T08798,U179,182795.27,POS,tablet,Dubai,afternoon,14,1,75,6,893,1
T08799,U504,101581.64,POS,mobile,Delhi,evening,17,0,165,8,438,1
T08800,U863,47763.14,POS,mobile,London,morning,7,1,59,4,609,0
T08801,U270,281324.47,online,mobile,Chennai,morning,5,0,118,7,385,1
T08802,U132,183634.36,transfer,desktop,Bangalore,night,4,0,139,1,604,0
T08803,U614,26370.79,ATM,desktop,Mumbai,night,23,0,192,3,734,0
T08804,U527,119976.59,ATM,tablet,Mumbai,night,3,0,60,5,113,0
T08805,U191,68882.19,online,desktop,Dubai,morning,7,1,111,10,992,1
T08806,U462,137254.93,POS,tablet,Delhi,morning,6,0,137,8,893,1
T08807,U130,54827.31,POS,desktop,Mumbai,evening,18,0,71,10,929,1
T08808,U888,233422.22,transfer,desktop,Bangalore,morning,5,0,145,9,908,1
T08809,U259,11280.58,POS,desktop,Singapore,morning,11,1,74,6,809,0
T08810,U745,144903.21,online,mobile,New York,night,2,1,89,8,835,1
T08811,U893,163302.86,transfer,mobile,Singapore,morning,10,1,20,7,654,1
T08812,U248,3904.08,ATM,mobile,New York,evening,20,1,78,2,962,0
T08813,U354,199743.35,transfer,mobile,Pune,morning,8,0,95,9,742,1
T08814,U170,174581.1,online,desktop,Dubai,night,1,1,76,8,955,1
T08815,U938,162996.91,POS,tablet,Mumbai,night,21,0,112,6,381,1
T08816,U542,441.34,POS,desktop,Delhi,morning,6,0,148,1,816,0
T08817,U533,160088.33,ATM,tablet,Dubai,morning,9,1,126,6,181,1
T08818,U692,237948.93,transfer,desktop,Delhi,night,3,0,141,1,851,1
T08819,U447,62380.49,online,desktop,Delhi,evening,18,0,66,5,725,0
T08820,U147,42090.99,online,mobile,Pune,night,2,0,19,6,913,0
T08821,U742,270160.44,POS,desktop,Dubai,night,23,1,164,9,742,1
T08822,U274,19366.74,online,desktop,Delhi,night,22,0,1,9,736,0
T08823,U325,33261.32,POS,desktop,Pune,afternoon,12,0,183,7,887,0
T08824,U314,145223.78,POS,tablet,Kolkata,night,23,0,168,4,717,0
T08825,U827,286828.31,ATM,mobile,Dubai,evening,20,1,59,7,34,1
T08826,U981,94863.19,ATM,mobile,New York,afternoon,12,1,57,2,269,0
T08827,U450,10670.03,ATM,mobile,New York,morning,7,1,196,5,512,0
T08828,U736,40394.25,online,tablet,Bangalore,night,1,0,153,0,329,0
T08829,U934,162046.89,transfer,tablet,Chennai,night,2,0,59,1,864,1
T08830,U911,59438.0,POS,desktop,Kolkata,night,4,0,132,1,734,0
T08831,U237,31659.02,POS,desktop,New York,night,3,1,129,9,259,0
T08832,U737,73872.1,ATM,mobile,New York,afternoon,15,1,30,0,77,0
T08833,U610,156395.07,online,desktop,Delhi,night,4,0,174,0,331,0
T08834,U385,156154.3,POS,tablet,Dubai,morning,7,1,49,6,341,1
T08835,U128,280510.03,ATM,mobile,Delhi,evening,19,0,82,6,475,1
T08836,U945,170364.74,online,mobile,Dubai,morning,8,1,110,7,667,1
T08837,U638,292722.9,online,tablet,Mumbai,morning,7,0,139,1,210,0
T08838,U358,191578.06,POS,desktop,Singapore,night,3,1,76,8,336,1
T08839,U447,161289.73,online,mobile,New York,morning,8,1,13,6,739,1
T08840,U591,230162.72,transfer,mobile,London,night,1,1,130,3,572,1
T08841,U801,254768.23,transfer,desktop,Dubai,morning,8,1,61,10,851,1
T08842,U472,169865.85,transfer,desktop,Pune,night,1,0,9,6,281,1
T08843,U951,246607.31,transfer,desktop,Delhi,afternoon,16,0,159,8,855,1
T08844,U643,18068.0,ATM,tablet,Mumbai,evening,17,0,165,2,845,0
T08845,U807,262311.42,transfer,mobile,Delhi,night,3,0,58,5,102,1
T08846,U697,201607.56,online,mobile,Mumbai,morning,9,0,132,3,487,0
T08847,U819,180252.27,transfer,tablet,Kolkata,morning,6,0,68,9,385,1
T08848,U546,179312.82,POS,mobile,Delhi,morning,7,0,166,0,831,0
T08849,U455,243486.03,ATM,desktop,Chennai,night,23,0,157,7,995,1
T08850,U540,183594.93,POS,desktop,Bangalore,night,3,0,138,8,567,1
T08851,U983,159630.67,transfer,tablet,Mumbai,evening,20,0,44,6,188,1
T08852,U885,149541.62,ATM,mobile,London,morning,7,1,173,0,368,1
T08853,U960,91491.66,transfer,desktop,London,night,4,1,8,1,444,0
T08854,U312,267009.82,transfer,desktop,Singapore,night,2,1,199,3,282,1
T08855,U572,4404.95,ATM,mobile,Pune,night,3,0,61,5,553,0
T08856,U209,274690.73,ATM,mobile,London,morning,7,1,99,4,974,1
T08857,U500,239173.23,transfer,mobile,Dubai,evening,19,1,4,5,501,1
T08858,U153,108190.42,ATM,mobile,Singapore,afternoon,12,1,133,5,77,1
T08859,U294,238781.6,ATM,tablet,London,night,0,1,82,9,636,1
T08860,U451,173359.92,POS,desktop,Bangalore,morning,11,0,73,3,654,0
T08861,U987,139939.6,POS,desktop,Mumbai,morning,7,0,191,4,165,0
T08862,U375,292794.65,POS,mobile,Singapore,night,21,1,41,1,337,1
T08863,U782,156286.94,online,mobile,Dubai,afternoon,12,1,192,5,494,1
T08864,U325,235102.33,POS,desktop,Chennai,morning,7,0,92,2,582,0
T08865,U566,200485.65,ATM,tablet,Mumbai,morning,8,0,155,9,126,1
T08866,U177,133719.28,transfer,tablet,Singapore,morning,9,1,65,2,876,1
T08867,U553,98653.49,ATM,mobile,New York,evening,17,1,96,4,834,0
T08868,U496,26137.28,POS,tablet,Pune,morning,7,0,177,0,239,0
T08869,U543,38640.22,POS,tablet,Dubai,afternoon,15,1,165,6,431,0
T08870,U638,77889.71,POS,tablet,Singapore,night,23,1,7,3,796,0
T08871,U768,133838.92,transfer,desktop,Delhi,evening,20,0,167,2,590,0
T08872,U126,158786.85,online,mobile,Mumbai,evening,17,0,135,8,752,1
T08873,U571,120239.07,online,mobile,Pune,morning,5,0,151,7,292,1
T08874,U917,203864.82,ATM,desktop,New York,afternoon,15,1,9,9,900,1
T08875,U278,61481.76,online,mobile,Mumbai,morning,11,0,124,1,941,0
T08876,U949,56133.65,POS,mobile,Delhi,afternoon,12,0,183,8,308,1
T08877,U207,129066.43,ATM,mobile,Bangalore,night,23,0,143,5,977,0
T08878,U258,266157.16,transfer,tablet,Chennai,night,2,0,90,7,593,1
T08879,U762,291764.76,POS,desktop,Mumbai,night,22,0,159,3,309,0
T08880,U328,72396.45,transfer,mobile,New York,morning,9,1,129,9,318,1
T08881,U705,264144.82,transfer,mobile,Mumbai,morning,9,0,17,10,220,1
T08882,U729,135422.83,ATM,tablet,Mumbai,morning,6,0,65,5,757,0
T08883,U478,96849.86,online,tablet,Delhi,morning,10,0,107,1,804,0
T08884,U198,3713.75,ATM,desktop,Chennai,night,2,0,189,1,40,0
T08885,U840,96995.6,online,tablet,Bangalore,evening,20,0,145,9,286,1
T08886,U159,263780.46,online,desktop,Dubai,morning,7,1,156,0,448,1
T08887,U581,295960.16,POS,tablet,London,night,22,1,5,7,466,1
T08888,U433,109086.6,ATM,desktop,Kolkata,morning,11,0,169,5,239,0
T08889,U705,200924.51,ATM,mobile,Chennai,afternoon,16,0,173,8,578,1
T08890,U787,259975.67,online,tablet,Bangalore,night,21,0,5,1,752,0
T08891,U774,98139.49,POS,tablet,Dubai,night,23,1,21,3,600,0
T08892,U797,289835.82,ATM,mobile,Chennai,night,4,0,98,6,817,1
T08893,U682,76409.89,POS,desktop,New York,evening,19,1,119,5,100,0
T08894,U434,172763.83,transfer,mobile,Bangalore,night,22,0,160,8,702,1
T08895,U379,40225.24,POS,tablet,Bangalore,night,1,0,167,2,497,0
T08896,U903,197307.79,POS,tablet,Mumbai,night,23,0,169,9,403,1
T08897,U332,14715.0,POS,tablet,London,morning,10,1,74,4,829,0
T08898,U319,297276.32,POS,tablet,New York,morning,7,1,32,1,107,1
T08899,U938,129930.05,transfer,mobile,Kolkata,night,23,0,50,6,909,1
T08900,U103,68377.12,ATM,mobile,Delhi,afternoon,16,0,122,9,819,1
T08901,U458,115895.59,ATM,tablet,Mumbai,afternoon,12,0,55,10,436,1
T08902,U264,15797.28,POS,tablet,New York,night,1,1,169,5,803,0
T08903,U717,85952.75,ATM,tablet,New York,night,21,1,68,5,619,0
T08904,U926,191004.78,POS,mobile,Bangalore,morning,7,0,42,10,505,1
T08905,U229,119777.08,ATM,desktop,Kolkata,night,1,0,1,3,991,0
T08906,U730,124354.97,online,desktop,New York,afternoon,12,1,28,5,777,1
T08907,U623,261559.81,POS,tablet,Pune,afternoon,12,0,18,7,438,1
T08908,U982,7186.66,ATM,mobile,London,morning,8,1,77,2,417,0
T08909,U156,81124.46,online,desktop,Kolkata,night,3,0,32,4,680,0
T08910,U300,71714.86,transfer,desktop,Delhi,evening,18,0,142,3,100,0
T08911,U376,241718.12,ATM,mobile,Singapore,afternoon,15,1,89,8,463,1
T08912,U537,174133.52,online,mobile,London,morning,6,1,82,5,378,1
T08913,U370,219342.57,POS,desktop,Pune,morning,5,0,164,4,759,0
T08914,U521,29293.64,transfer,tablet,Kolkata,night,0,0,92,0,738,1
T08915,U178,97467.4,ATM,tablet,London,afternoon,13,1,160,1,266,0
T08916,U449,48853.95,POS,tablet,Bangalore,night,1,0,60,10,791,0
T08917,U695,257270.1,POS,desktop,Bangalore,night,21,0,36,6,152,1
T08918,U497,96888.81,ATM,mobile,Pune,night,1,0,46,8,712,1
T08919,U322,57165.63,online,mobile,Singapore,evening,18,1,168,8,775,1
T08920,U792,20996.22,ATM,tablet,Delhi,night,2,0,46,1,983,0
T08921,U172,37957.83,transfer,mobile,Mumbai,night,23,0,184,0,399,0
T08922,U650,195151.7,ATM,mobile,Chennai,morning,9,0,7,2,194,0
T08923,U150,120086.06,transfer,mobile,Mumbai,morning,11,0,89,10,245,1
T08924,U683,227276.25,transfer,desktop,Mumbai,morning,7,0,107,0,492,0
T08925,U623,256892.64,transfer,desktop,Singapore,evening,20,1,129,9,983,1
T08926,U698,108524.39,POS,tablet,Mumbai,morning,6,0,55,4,135,0
T08927,U823,100399.77,transfer,tablet,Dubai,night,21,1,82,4,916,1
T08928,U437,39469.69,online,tablet,London,evening,17,1,166,10,428,0
T08929,U512,58548.46,online,tablet,Pune,evening,18,0,127,8,756,1
T08930,U875,287328.67,transfer,mobile,Pune,evening,19,0,92,9,843,1
T08931,U420,139421.03,ATM,mobile,Delhi,night,21,0,8,6,806,1
T08932,U684,285731.17,online,mobile,Dubai,night,2,1,93,5,101,1
T08933,U613,262333.69,POS,desktop,Delhi,night,21,0,171,4,577,0
T08934,U406,297730.45,transfer,mobile,Dubai,night,3,1,98,2,436,1
T08935,U247,92329.93,online,desktop,Mumbai,night,3,0,144,7,242,1
T08936,U281,149114.19,transfer,desktop,Bangalore,morning,10,0,9,4,526,0
T08937,U861,200318.67,ATM,desktop,Bangalore,afternoon,15,0,22,0,858,0
T08938,U375,152608.94,ATM,tablet,New York,evening,19,1,48,2,730,1
T08939,U776,283688.42,ATM,mobile,Dubai,night,23,1,142,9,693,1
T08940,U828,55253.9,online,desktop,London,evening,19,1,165,8,986,1
T08941,U903,203943.87,ATM,mobile,Delhi,night,4,0,31,4,894,0
T08942,U557,184867.5,ATM,desktop,New York,night,4,1,137,8,97,1
T08943,U959,170128.99,online,desktop,Mumbai,morning,7,0,38,3,856,0
T08944,U947,177422.48,POS,tablet,Dubai,night,1,1,67,9,128,1
T08945,U332,109405.94,transfer,mobile,Mumbai,night,3,0,184,5,646,1
T08946,U112,51789.46,online,desktop,Pune,morning,9,0,15,3,821,0
T08947,U754,186763.25,transfer,desktop,Kolkata,afternoon,12,0,10,9,224,1
T08948,U682,265408.2,POS,desktop,New York,morning,6,1,154,2,870,1
T08949,U972,180822.06,POS,desktop,Kolkata,night,23,0,62,2,489,0
T08950,U985,225330.32,ATM,mobile,Delhi,evening,20,0,45,0,641,0
T08951,U674,205764.87,POS,desktop,Delhi,afternoon,14,0,107,9,389,1
T08952,U828,83738.33,transfer,tablet,Singapore,morning,10,1,146,0,239,0
T08953,U653,99272.77,transfer,mobile,London,night,23,1,152,2,207,0
T08954,U455,274051.18,ATM,desktop,Bangalore,afternoon,16,0,51,3,579,0
T08955,U848,43580.87,ATM,mobile,New York,evening,19,1,119,6,574,0
T08956,U211,134687.74,POS,desktop,Dubai,evening,18,1,30,5,925,1
T08957,U780,6712.87,POS,mobile,London,morning,9,1,111,9,940,0
T08958,U191,151796.27,POS,tablet,Singapore,night,1,1,158,5,674,1
T08959,U322,79761.58,ATM,mobile,Pune,morning,6,0,41,0,762,0
T08960,U595,34631.27,POS,desktop,Chennai,night,3,0,85,3,694,0
T08961,U153,119814.74,transfer,desktop,London,morning,11,1,171,0,601,1
T08962,U983,192042.6,POS,mobile,London,night,4,1,128,5,623,1
T08963,U141,151125.49,POS,desktop,Kolkata,morning,11,0,190,6,446,1
T08964,U690,76237.57,transfer,tablet,Kolkata,night,23,0,44,8,702,1
T08965,U700,221627.43,online,mobile,New York,afternoon,16,1,96,7,633,1
T08966,U638,17486.2,transfer,desktop,Mumbai,night,1,0,157,2,184,1
T08967,U249,200087.03,ATM,mobile,London,morning,8,1,123,5,63,1
T08968,U954,237725.31,POS,mobile,Dubai,afternoon,12,1,76,2,926,1
T08969,U645,279761.27,transfer,tablet,London,afternoon,15,1,70,5,796,1
T08970,U963,136589.78,transfer,mobile,Pune,evening,18,0,137,8,398,1
T08971,U972,220098.84,ATM,mobile,Singapore,night,0,1,37,7,971,1
T08972,U758,239080.11,transfer,mobile,Bangalore,afternoon,14,0,72,2,500,0
T08973,U969,103018.06,transfer,desktop,Chennai,morning,11,0,191,8,328,1
T08974,U128,56482.44,online,desktop,Bangalore,evening,18,0,149,8,698,1
T08975,U938,235362.36,transfer,mobile,Kolkata,night,23,0,17,10,557,1
T08976,U586,177527.4,online,mobile,New York,evening,19,1,98,4,204,1
T08977,U210,262099.94,ATM,mobile,Chennai,evening,20,0,27,0,298,0
T08978,U463,24380.66,POS,desktop,Mumbai,morning,11,0,87,7,752,0
T08979,U520,55794.76,POS,desktop,Bangalore,night,1,0,72,2,474,0
T08980,U558,266422.64,ATM,tablet,Delhi,morning,5,0,2,2,129,0
T08981,U133,61127.91,transfer,tablet,London,evening,19,1,66,1,407,0
T08982,U308,263541.29,transfer,tablet,Dubai,morning,10,1,52,4,302,1
T08983,U797,249268.95,online,desktop,Singapore,morning,7,1,61,1,900,1
T08984,U745,108785.88,online,desktop,Bangalore,morning,6,0,24,6,953,1
T08985,U274,123841.68,ATM,mobile,London,morning,9,1,88,7,522,1
T08986,U964,198674.82,transfer,desktop,New York,morning,5,1,167,9,415,1
T08987,U432,49888.53,ATM,tablet,New York,evening,18,1,68,5,759,0
T08988,U913,253994.57,POS,tablet,New York,evening,18,1,95,4,196,1
T08989,U386,71148.04,transfer,desktop,Chennai,afternoon,13,0,168,10,314,1
T08990,U635,19400.48,transfer,mobile,Singapore,morning,9,1,189,3,820,0
T08991,U912,58762.16,online,desktop,Dubai,evening,18,1,170,8,984,1
T08992,U161,57158.94,ATM,desktop,Delhi,morning,7,0,143,8,287,1
T08993,U252,238356.18,ATM,desktop,Mumbai,night,23,0,96,4,59,1
T08994,U117,236318.98,transfer,tablet,Kolkata,night,22,0,110,0,151,0
T08995,U914,25164.61,POS,tablet,Singapore,night,22,1,148,7,133,0
T08996,U278,182338.14,transfer,tablet,Bangalore,morning,7,0,168,8,33,1
T08997,U490,127758.71,transfer,mobile,London,evening,19,1,139,6,899,1
T08998,U969,283937.33,online,mobile,Singapore,afternoon,15,1,106,3,339,1
T08999,U617,113617.62,transfer,tablet,Delhi,morning,7,0,112,0,843,0
T09000,U536,127170.31,transfer,desktop,Delhi,evening,19,0,15,10,149,1
T09001,U228,231993.73,transfer,tablet,Mumbai,afternoon,14,0,97,1,67,1
T09002,U170,55391.05,POS,tablet,Mumbai,evening,17,0,98,2,781,0
T09003,U425,36549.04,ATM,tablet,Delhi,night,0,0,117,6,710,0
T09004,U314,31620.27,transfer,tablet,Kolkata,night,4,0,172,7,630,0
T09005,U599,214610.98,transfer,tablet,Singapore,night,21,1,48,0,367,1
T09006,U445,204643.94,transfer,tablet,New York,night,2,1,100,7,719,1
T09007,U999,7660.53,POS,desktop,Bangalore,night,1,0,98,4,812,0
T09008,U268,149848.84,online,mobile,London,night,2,1,108,0,466,1
T09009,U819,247942.01,online,mobile,Bangalore,evening,19,0,129,0,976,0
T09010,U925,177792.49,POS,mobile,Bangalore,afternoon,13,0,198,1,401,0
T09011,U264,70748.19,POS,desktop,New York,afternoon,14,1,112,8,971,1
T09012,U967,66495.02,transfer,mobile,Singapore,night,22,1,86,6,996,1
T09013,U787,130970.79,POS,tablet,Mumbai,morning,5,0,178,4,327,0
T09014,U688,121792.4,ATM,tablet,London,evening,19,1,87,8,489,1
T09015,U724,14215.31,POS,mobile,Kolkata,night,2,0,85,1,322,0
T09016,U905,207522.77,ATM,desktop,Kolkata,afternoon,12,0,153,0,970,0
T09017,U608,238148.08,online,mobile,Pune,afternoon,16,0,127,6,615,1
T09018,U523,11363.55,ATM,desktop,Dubai,afternoon,15,1,194,4,353,0
T09019,U136,181790.98,POS,desktop,London,morning,11,1,27,5,684,1
T09020,U270,237301.66,POS,tablet,London,afternoon,16,1,140,1,313,1
T09021,U294,64213.99,ATM,tablet,London,night,1,1,110,4,283,0
T09022,U614,7468.49,POS,desktop,Kolkata,morning,11,0,146,0,347,0
T09023,U905,45378.06,transfer,tablet,Delhi,afternoon,16,0,32,10,805,0
T09024,U659,126197.34,transfer,mobile,Kolkata,afternoon,15,0,15,4,879,0
T09025,U117,160065.74,online,tablet,Delhi,night,22,0,29,1,821,0
T09026,U610,8241.91,transfer,desktop,Bangalore,night,1,0,119,0,498,1
T09027,U645,130626.92,transfer,tablet,New York,morning,6,1,179,5,67,1
T09028,U311,281972.47,transfer,mobile,London,night,21,1,130,8,302,1
T09029,U170,248680.25,POS,desktop,Pune,night,1,0,120,6,447,1
T09030,U124,266314.39,ATM,mobile,New York,evening,17,1,100,2,472,1
T09031,U538,218153.68,ATM,mobile,Bangalore,morning,9,0,21,2,80,1
T09032,U435,277149.79,ATM,tablet,Dubai,night,23,1,82,0,242,1
T09033,U391,257218.07,online,mobile,London,afternoon,14,1,45,3,538,1
T09034,U390,78782.65,ATM,tablet,Delhi,morning,7,0,162,9,622,1
T09035,U601,271750.19,ATM,mobile,Dubai,afternoon,14,1,165,5,756,1
T09036,U687,89294.15,POS,mobile,Pune,night,0,0,115,2,535,0
T09037,U690,188383.14,online,desktop,Pune,afternoon,15,0,195,7,706,1
T09038,U219,140223.13,online,desktop,New York,night,2,1,180,9,151,1
T09039,U875,188114.37,ATM,desktop,London,evening,18,1,97,1,620,1
T09040,U323,255319.97,ATM,desktop,Delhi,morning,5,0,98,10,207,1
T09041,U360,193908.74,ATM,mobile,Delhi,night,0,0,50,7,31,1
T09042,U803,219620.39,online,tablet,Kolkata,morning,8,0,36,2,506,0
T09043,U995,54469.14,ATM,tablet,Bangalore,morning,5,0,82,0,881,0
T09044,U715,32049.99,ATM,desktop,Chennai,morning,9,0,66,4,947,0
